MD ID,Name,prefName,geb,gest,Besch,Typ,Geschlecht,Status,GND
260324,Julius (Donatus) Schreiber,Julius (Donatus) Schreiber (1805-1849),1805,1849,"Lackierer, Schilder- und Stubenmaler aus Posen, tätig in Berlin. Er verstarb früh und ließ vier Kinder zurück, darunter den auch als Landschaftsmaler tätigen Heinrich Schreiber. Zwei Porträtgemälde des Ehepaar Wedell-Parlow, sign. und dat. „J. C. ? Schreiber 1841“ ihm zugeschrieben, da die Dargestellten in Beziehung zu Berlin standen. Von geringem Kunstwert. [kl-bb]",piz,male,+,
219953,Franz Wildreich von Menshengen,Franz Wildreich von Menshengen (1663-1723),1663,1723,"Reichshofratssekretär am Hofe Leopold I in Wien, später Kaiserlicher Reichshofrat.

""1684 Supernumerari-Kanzlist in Linz; 1684-1688 Kanzleischreiber; 1689 deutscher Reichshofratssekretär; verheiratet mit Maria Franziska Paulina von Gudenus"" - gnd, 27.02.2023",piz,male,+,https://d-nb.info/gnd/128876115
329430,Walter Norbert,Walter Norbert,,,"deutscher Schauspieler, nachgewiesen 1920-1930",piz,male,+,https://d-nb.info/gnd/1062099605
350215,Walter Limburger,Walter Limburger,,,"Urenkel Wilhelmine Reichenbachs, gab 1921 die an sie gerichteten Briefe von Clemens Brentano heraus",piz,male,,
275574,Dietrich Christian Vierling,Dietrich Christian Vierling,,,"Deutscher Maler. Nachgewiesen 1741-1755, tätig in Zittau.",piz,male,+,
154348,Matthias Breddermann,Matthias Breddermann,,,"Spielte Mitte der 1980er Jahre Bass bei der Band ""Larry Speaks"" und bei ""Gothic Novel Ltd.""",piz,male,+,
8885,Johann Berger (Schabstecher),Johann Berger (Schabstecher),,,1779 nachgewiesen als Schabstecher.,piz,male,+,
71077,Otto Semler (Fotograf),Otto Semler (Fotograf),,,"Fotograf in Teltow, nachgewiesen 1914.",piz,male,+,
20828,Carla Friedrich,Carla Friedrich,,,"In den 1920er Jahren vermutlich im Schulalter.
Wohnhaft in Eilsleben, Bahnhofstraße 23.",piz,,+,
176667,Käthe Riezler,Käthe Riezler (1885-1952),1885,1952,"Tochter von Max Liebermann, ab 1916 Gattin von Kurt Riezler, mit welchem sie 1938 in die USA emigrierte.",piz,female,+,http://d-nb.info/gnd/116996242
183246,Aluminiumwerke F.W. Brökelmann,Aluminiumwerke F.W. Brökelmann,,,"F. W. Brökelmann, Aluminiumwerk G.m.b.H., Kom.-Ges., Neheim (Ruhr). Unter anderem Herstellung von Untersetzern der Marke ""Erista"" (D.R.G.M.)",kif,,+,
24367,Fuldamühle (Spiekershausen),Fuldamühle (Spiekershausen),,,"vermutlich bereits 1515 existierende Wassermühle in Spiekershausen bei Landwehrhagen, 
Mehl-, Ölmühle und Schnapsbrennerei, 1919-1977 auch Stromerzeugung
Besitzer: Heinrich Winneknecht bis 1883, Christian Winneknecht bis 1917, Richard Winneknecht bis 1946, danach Robert Winneknecht Mühlenbetrieb 1962 eingestellt
(vgl.: http://www.spiekershausen.de/Spiekershausen/Historisch/Muehle_historisch/muehle_historisch.html - 10.06.2016)",kif,,,
233841,Philipp Jakob Bäuerle,Philipp Jakob Bäuerle,,,Philipp Jakob Bäuerle aus Stockwald (St. Georgen).,piz,male,+,
332034,"Hauptsparkasse der Niederlausitz, Zweigstelle Lieberose","Hauptsparkasse der Niederlausitz, Zweigstelle Lieberose",,,"Geldinstitut in Lieberose, nachgewiesen 1937-1944",kif,,+,
210792,"Singer Manufacturing Company, Niederlassung Wittenberge","Singer Manufacturing Company, Niederlassung Wittenberge",,,Nähmaschinenwerk in Wittenberge,kif,,+,
25782,Friedrich Schmidt (Musikinstrumentenbauer),Friedrich Schmidt (Musikinstrumentenbauer),,,Leipziger Musikinstrumentenbauer,piz,male,+,
339618,Andreas Hölzl,Andreas Hölzl (1723-1798),1723,1798,"Deutscher Maler. Geboren in Dietramszell, tätig in Ingolstadt, Freising (1776 Hofmaler des Fürstbischofs) und später in München. Bruder der Maler Felix und Johann Evangelist Hölzl. Porträtist.",piz,male,+,https://d-nb.info/gnd/1179296796
341478,Patrick Kaniuth,Patrick Kaniuth (1985-),1985,,Deutscher Fußballtrainer,piz,male,+,
114311,Karl Ernst Oskar Heinze,Karl Ernst Oskar Heinze (1839-1928),1839,1928,"""Karl Ernst Oskar Heinze
21.11.1839 - 25.11.1928
Beruf: Stadtrat
Beruf: Unternehmer
- 1862 erster Nachweis in Dresden, Assistent bei der Zentralagentur der Kaiserlich-königlichen Österreichischen Staatseisenbahn-Gesellschaft
- um 1870 Fabrikant von ""Ledergalanteriewaren""
- 1903-1908 Stadtrat in Dresden"" - http://sammlungsdatenbank-museen-dresden.de/de/entitySearch?artId=51190, 09.07.2020",piz,male,+,
75167,Filip Ifschin,Filip Ifschin,,,"Filip Ifschin, geboren um 1883 in Igra, war ein russischer Bauer, der während des Ersten Weltkriegs im Kriegsgefangenenlager Chemnitz interniert war.",piz,male,+,
70232,Johannes Wirsberch,Johannes Wirsberch (1663-),1663,,Solinger Schwertschmied im 17. Jahrhundert.,piz,male,+,
212744,Reliable Typwriter & Adding Machine Corp.,Reliable Typwriter & Adding Machine Corp.,,,Schreib- und Rechenmaschinenhersteller in Chicago. 1925 gegründet.,kif,,+,
122541,Ferdinando Raggi,Ferdinando Raggi,,,"""Münzdirektor der päpstlichen Münzstätte in Rom (Vatikanstadt) u.a. 1676 und 1678."" - https://ikmk.smb.museum/ndp/person/3971",piz,male,+,
67212,Karl Alexander Nikolaus Vitzthum von Eckstädt,Karl Alexander Nikolaus Vitzthum von Eckstädt (1767-1834),1767,1834,"""Karl Alexander Nikolaus Vitzthum von Eckstädt
3.7.1767 Wien - 12.10.1834 Gut Ober-Lichtenau bei Lauban (Luban)
Adelstitel: Graf
beruflicher Titel, Amtsbezeichung, Dienstgrad: Königlich Sächsischer Oberstallmeister
anderweitig verliehene Titel: Exzellenz
beruflicher Titel, Amtsbezeichung, Dienstgrad: Wirklicher Geheimer Rat"" - http://sammlungsdatenbank-museen-dresden.de/de/entitySearch?artId=70985, 17.03.2019",piz,male,+,
242078,Erich Grosse,Erich Grosse,,,Nachgewiesen 1946 in Dresden als Maler,piz,male,,
58002,Gaius Numonius Vaala,Gaius Numonius Vaala,,,"""Römischer Münzmeister ca. 41 v. Chr."" - gnd, 14.06.2022",piz,,+,http://d-nb.info/gnd/1185226311
312432,Reimar F. Lacher,Reimar F. Lacher (1969-),1969,,"Kunsthistoriker, tätig am Gleimhaus Halberstadt.",piz,male,+,https://d-nb.info/gnd/122023633
189351,DSK Anthrazit Ibbenbüren GmbH,DSK Anthrazit Ibbenbüren GmbH,,,Bergbauunternehmen in Ibbenbüren.,kif,,+,
210285,Heinrich Kröner & Paul Wolff (Verlag),Heinrich Kröner & Paul Wolff (Verlag),,,Ansichtskartenverlag in Döbeln.,kif,,+,
204720,R. Lucke (Juwelier),R. Lucke (Juwelier),,,Juweliergeschäft in Berlin.,kif,,+,
23695,F. Schäfer (Mühlenbesitzerin),F. Schäfer (Mühlenbesitzerin),,,Mühlenbesitzerin in Berka/Werra zur Zeit um 1900,piz,,+,
310095,Katholisches Volksschulrektorat Friedrichshafen,Katholisches Volksschulrektorat Friedrichshafen,,,Volksschulrektorat in Friedrichshafen (nachgewiesen 1933),kio,,+,
17470,Amateurfilmstudio Riga,Amateurfilmstudio Riga,,,Amateurfilmstudio in Riga,kiz,,+,
19611,"National-Verlag ""Westfalia"" Hans August Rumpf (Dortmund)","National-Verlag ""Westfalia"" Hans August Rumpf (Dortmund)",,,"Dortmunder Verlag, belegt 1930er Jahre",kif,,+,
35761,H. Zuiter,H. Zuiter,,,Maler,piz,,+,
269187,Pabeba Verlag,Pabeba Verlag,,,Verlag in Paderborn (nachgewiesen 1994/97),kif,,+,
