MD ID,Name,prefName,geb,gest,Besch,Typ,Geschlecht,Status,GND
337642,TV Kirkel,TV Kirkel,,,Sportverein aus Kirkel,kiz,,+,
254797,"Харабет, Юхим Вікторович",Юхим Вікторович Харабет (1929-2004),1929,2004,"Юхи́м Ві́кторович Харабе́т (29 липня 1929, село Анадоль, нині Волноваський район, Донецька обл. — 8 березня 2004, Маріуполь) — український медальєр, надазовський грек за походженням. Член Спілки художників УРСР (нині — Національна спілки художників України). Заслужений діяч мистецтв УРСР, почесний громадянин міста Маріуполь. Брат Віктора Вікторовича Харабета (1939—2017).",,,,
177011,Friedrich von Kobell,Friedrich von Kobell,,,War 1787-1788 als Mundartschriftsteller tätig (gnd).,piz,male,+,https://d-nb.info/gnd/116263504
300564,VEB Schmiergerätewerk Saxonia,VEB Schmiergerätewerk Saxonia,,,"Der VEB Schmiergerätewerk Saxonia war ein volkseigener Betrieb der DDR mit Sitz in Schwarzenberg/Erzgebirge, der hauptsächlich Schmiereinrichtungen, Zentralschmieranlagen, Fettpressen sowie Druck- und Luftpumpen produzierte.",kif,,+,
164964,Medtronic Holland,Medtronic Holland,,,Medizintechnisches Unternehmen.,kif,,+,
55886,Stehli Frères,Stehli Frères,,,Verlag in Zürich.,kif,,+,
62812,P. Cotta Ba...,P. Cotta Ba...,,,"""Ein Duumvir P Cotta Ba [...] erscheint zusammen mit dem bisher nicht identifizierten Sisenna PRO COS auf möglicherweise aus Sizilien stammenden Geprägen unter Augustus (zusammen mit Statius Flaccus).
Im sizilischen Tyndaris (?) erscheint ein P. Cotta zusammen mit einem L. Stati(ius), ebenfalls unter Augustus.
Lit.: RPC I 179 Nr. 668; RPC Supplement I (1998) Nr. 627 corr. (verweist auf mögliche griechische Herkunft); W. Leschhorn, Lexikon der Aufschriften auf griechischen Münzen II (2009) 918 (dito)."" - https://ikmk.smb.museum/object?id=18263668, 22.08.2018",piz,male,+,
14057,Mark Keiter,Mark Keiter (1973-),1973,,deutscher Geologe,piz,male,+,http://d-nb.info/gnd/142908428
116576,"Lithographische Anstalt von Pobuda, Rees et Cie.","Lithographische Anstalt von Pobuda, Rees et Cie.",,,"Pobuda & Rees, zeitweilig auch Pobuda, Rees et Cie. oder Pobuda, Rees und Companie, war eine 1833 in Stuttgart gegründete Druckerei und lithographische Anstalt zur Herstellung kartographischer Werke. Hierzu hatte sich der in Böhmen geborene Kupferstecher, Stahlstecher und Lithograf Wenzel Pobuda (1797–1847) mit J. Rees als beteiligtem Drucker zusammengetan",kif,,+,
345859,Marly von Schultz-Dratzig,Marly von Schultz-Dratzig (1873-1939),1873,1939,"Tiermalerin (erw. 1912/1913), Tochter von Gutspächter August Ferdinand Adelbert [von] Schultz[-Dratzig] auf Arnsdorf bei Polkwitz/Schlesien",piz,female,+,
342267,Margaretha Klein,Margaretha Klein,,,"Malerin aus Danzig. Um 1722 nachgewiesen, tätig in Danzig. Miniaturmalerin, Tochter des Malers Daniel Klein (1672-1744).",piz,female,+,
