MD ID,Name,prefName,geb,gest,Besch,Typ,Geschlecht,Status,GND
178874,Carolinenglück-Graf-Moltke-Bergbau-AG (Bochum),Carolinenglück-Graf-Moltke-Bergbau-AG (Bochum),,,"""Nach Auflösung der Bochumer Bergbau AG 1962 wurde die Carolinenglück Bergbau AG mit der Graf Moltke Bergbau AG vereinigt."" - https://wiki.genealogy.net/Bergbau-Archiv_Bochum, 13.08.2022",kif,,+,
310290,Friedrichs-Realschule (Berlin),Friedrichs-Realschule (Berlin),,,Realschule in Berlin,kio,,+,https://d-nb.info/gnd/5173463-1
37139,Joseph Lacroix (Lithograf),Joseph Lacroix (Lithograf),,,"Drucker und Lithograf in München, Wirkungsdaten: 1821-1833",piz,male,+,http://d-nb.info/gnd/1034150812
281085,Maßschneiderei H. Mucha,Maßschneiderei H. Mucha,,,Schneiderei in Ingolstadt.,kif,,+,
120483,J. H. Müller (Kupferstecher),J. H. Müller (Kupferstecher),,,"Kupferstecher, aktiv in der zweiten Hälfte des 18. Jahrhunderts.",piz,male,+,https://d-nb.info/gnd/1047521806
277469,Gisela Wolter,Gisela Wolter,,,Ehemalige Mitarbeiterin des Botanischen Gartens und Botanischen Museums Berlin-Dahlem (1971 erwähnt als Präparatorin),piz,female,+,
28218,Adobertus,Adobertus,,,"Erscheint auf merowingischem Denar von ca. 700-740, der Paris zugewiesen wird.

Monetarname Adobertus nicht belegt bei E. Felder, Die Personennamen auf merowingischen Münzen der Bibliothèque nationale de France (2003). Siehe aber ebd. 44 ff. 92 ff. andere Namen auf AD- und ADEL bzw. -BERT.",pik,,+,
229749,Ilka Raupach,Ilka Raupach (1976-),1976,,"""*1976 in Hennigsdorf
Ausbildung zur Elfenbeinschnitzerin und Meisterin in Michelstadt sowie Uummannaq und Ilulissat, Grönland; Studium Kunst/Freie Bildhauerei an der Burg Giebichenstein Kunsthochschule Halle und an der Kunstakademie in Bergen/Norwegen, Diplomabschluss 2005; 2009-2019 künstl./wiss. Mitarbeiterin am Institut für Architekturbezogene Kunst der TU Braunschweig.
Immer wieder zieht es mich in die Arktis. Ich bin begeistert von Eis und Schnee und Spezialistin im Umgang mit diesen ungewöhnlichen, vergänglichen Materialien. Teilnahme an zahlreichen internationalen Projekten und Ausstellungen: u.a. 2014 The Arctic Circle, Art and Science Expedition Svalbard; 2015 Artist in Residence, Acaia Institut, São Paulo, Brasilien; seit 2021 LABVERDE Residence, Amazonas, Brasilien"" - http://www.ilkaraupach.de/ueber-mich/, 22.07.2023",piz,female,+,
277080,Max Truglitzka (Verlag),Max Truglitzka (Verlag),,,"Verlag in Triebel (Kr. Sorau), gab Ansichtskarten heraus (nachgewiesen 1909).",kif,,+,
349923,Moritz Zimmermann (Weberei),Moritz Zimmermann (Weberei),,,Mechanische Wollweberei in Netzschkau (Vogtland). Nachgewiesen 1894-1942.,kif,,+,
