ID,Name,PrefName,Geboren,Gestorben,Anmerkung,Typ,Geschlecht,Status,GND
235215,Bräuhaus Aulendorf,Bräuhaus Aulendorf,,,Das Bräuhaus Aulendorf wurde 1965 geschlossen.,kif,,+,
278393,Bichebois et Sabatier,Bichebois et Sabatier,,,Kunstdruckerei in Paris (nachgewiesen 1829),kif,,+,
177033,Carl Gottlieb Göpfert,Carl Gottlieb Göpfert (1733-1798),1733,1798,"""Mitglied des Gewandhausorchesters von 1753 bis 1769; 1. Geiger und Vorspieler (Konzertmeister) im Großen Konzert"" - gnd, 02.07.2022",piz,male,+,https://d-nb.info/gnd/116705469
2425,Marx Labenwolf d. J.,Marx Labenwolf d. J. (-1591),,1591,Gießer in Augsburg,piz,male,+,
154753,Helmut Wittler (Musiker),Helmut Wittler (Musiker),,,"Musiker, spielte bei Long Cage, Soif De La Vie, Wake Dream .",piz,male,+,
8028,Ernst Jahn (Unternehmer),Ernst Jahn (Unternehmer),,,Ernst Jahn war Unternehmer und Inhaber einer Bier- und Mineralwasserfabrik in Bitterfeld.,piz,male,+,
324766,Peter Trendler,Peter Trendler,,,1944 aus Tschene geflohen.,piz,male,+,
183674,August Schmidt (Gutsbesitzer),August Schmidt (Gutsbesitzer),,,"Gutsbesitzer in Sybba, Kr. Lyck (Ostpreußen); Vater der Malerin Gertrud Schaper-Schendel (1860-1941)
[Quelle: Heiratsurkunde der Tochter in ihrer 1. Ehe: Landesarchiv Berlin, Standesamt Charlottenburg, Heiratsregister, Reg.-Nr. 525/1895]",piz,male,+,
269078,Friedrich Siegmund Alioth,Friedrich Siegmund Alioth (1819-1878),1819,1878,Französischstämmiger Schweizer Mediziner und Naturforscher,piz,male,+,
338745,Jürgen Losekam,Jürgen Losekam (1966-),1966,,Deutscher Fußballspieler,piz,male,+,
327849,"Staatliche Hochschulen für Baukunst, Bildende Künste und Handwerk, Weimar (1930-1942)","Staatliche Hochschulen für Baukunst, Bildende Künste und Handwerk, Weimar (1930-1942)",,,Hochschule in Weimar 1930-1942,kio,,+,https://d-nb.info/gnd/1103253840
222929,Paul T. Möbius (Firma),Paul T. Möbius (Firma),,,"Die Firma Paul T. Möbius in Erlangen brachte unter dem Markennamen DUX Handspitzer mit und ohne Spänedose auf den Markt. Bereits in den 20er Jahren waren diese ein Begriff für Qualität. Im Laufe der Jahrzehnte wurden immer wieder neue Konstruktionen und Modelle produziert. DUX-Spitzer werden bis heute hergestellt und vertrieben. 
aus: Kleine Anspitzer-Fibel: Geschichte, Beschreibungen und Abbildungen von Leonhard Dingwert, S. 35",kif,,+,
199629,"Carl Paul Vieweg, Chemnitz","Carl Paul Vieweg, Chemnitz",,,"Unternehmen in Chemnitz, Inhaber war Paul Vieweg (Adressbuch Chemnitz 1931)",kif,,+,
271018,Hans Schroer (der Ältere),Hans Schroer (der Ältere),,1601,"Deutscher Maler, Bildhauer, Gießer, Stuckateur und Bauhandwerker. Nachgewiesen 1572. Tätig in Kassel, Annaburg (Torgau), Freiberg (Sachsen), Dresden, Augsburg, Tübingen und Hirschau. Porträtmaler.",piz,male,+,
227678,Fritz Kiener,Fritz Kiener,,,Fotograf in Tuttlingen ab 1918,piz,male,+,
69478,Verlag Guido Hackebeil A.G.,Verlag Guido Hackebeil A.G.,,,Verlag Guido Hackebeil in Berlin. Nachgewiesen für 1922/23.,kif,,+,
187637,Nicolaus Dreher (Tischler),Nicolaus Dreher (Tischler),,,"Möbelschreiner in Speyer, Mitte 19. Jh.",piz,male,+,
193224,Fotoatelier Reisterkamp,Fotoatelier Reisterkamp,,,"Fotoatelier in
- Bad Kreuznach",kif,,+,
48325,Fotoatelier Friedrich Haarstick,Fotoatelier Friedrich Haarstick,,,"Fotoatelier in
- Düsseldorf",kif,,+,
232883,Johann Philipp Herberts,Johann Philipp Herberts (1699-1770),1699,1770,Johann Philipp Herberts Goldwaagenmacher in Solingen.,piz,male,+,
30417,Lorenz-Werk (Baruth),Lorenz-Werk (Baruth),,,"Glasfabrik am nördlichen Stadtrand von Baruth/Mark, die 1925 von Albert Lorenz, Kaufmann und Glashändler, gegründet wurde, Betrieb offenbar noch vor 1930 eingestellt.",kif,,+,
318259,Daudet l'aîné,Daudet l'aîné,,,Verleger in Paris. Nachgewiesen für Zeit um 1818.,kif,,+,
268239,Germania Zweckverband Sachsen-Anhalt - Thüringen,Germania Zweckverband Sachsen-Anhalt - Thüringen,,,Germania Zweckverband Sachsen-Anhalt - Thüringen (nachgewiesen 1934),kiz,,,
310669,Marta Schilling,Marta Schilling (1908-),1908,,deutsche Sängerin (Sopran),piz,female,+,https://d-nb.info/gnd/134967518
167199,Adolff Steinweg,Adolff Steinweg (1640-1695),1640,1695,Steinweg war von 1663 bis 1684 tätig. Er wurde 1665 Bürger von Hamburg und starb 1695.,piz,male,+,
13377,Sachsenverlag Chemnitz,Sachsenverlag Chemnitz,,,Verlag in Chemnitz,kif,,+,
220447,Kilian von Steiner Erben,Kilian von Steiner Erben,,,Erben des 1903 verstorbenen Mäzens und Bankiers Kilian von Steiner,siu,,+,
69182,Porolastic-Werke Büsing & Co.,Porolastic-Werke Büsing & Co.,,,Textilhersteller in Reutlingen. Nachgewiesen für Zeit um 1970.,kif,,+,
22979,Fritz Joerger,Fritz Joerger,,,"Maler, tätig Anf. 20. Jh. (nachweisbar: Motiv aus Landau/Pfalz)",piz,male,+,
69028,Interessengemeinschaft Engelhardt Gelände e.V.,Interessengemeinschaft Engelhardt Gelände e.V.,,,"In den 1980er Jahren gegründete Interessengemeinschaft, deren Ziel es war, in den leer stehenden Produktionsgebäuden auf dem Gelände der früheren Engelhardt-Brauerei an der Danckelmannstraße Bereiche für ""Arbeiten, Wohnen und soziale Aufgaben einzurichten. 
1985 wurde der an der Sophie-Charlotten-Straße liegende Grundstücksteil vom Land Berlin gekauft zur Errichtung eines Gewerbehofes.
Trotz Intervention des Landeskonservators wurden die Gebäude schließlich abgerissen."" (http://blog.klausenerplatz-kiez.de/archive/2014/02/04/strassen_und_platze_danckelman; 29.05.2019)",kiz,,+,
55844,Angel L. Castro,Angel L. Castro,,,Baute Krippenkästen in Ayacucho.,piz,,+,
335874,Werner Meier (Landschaftsmaler),Werner Meier (Landschaftsmaler),,,"Süddeutscher Landschaftsmaler, 1. Hälfte 20. Jh.",piz,male,+,
279078,Schott Music GmbH & Co. KG,Schott Music GmbH & Co. KG,,,"Schott Music GmbH & Co. KG ist ein großer Musik- und Musikbuchverlag und einer der ältesten noch bestehenden Musikverlage überhaupt. Gründer des Musikverlagsgeschäftes war Bernhard Schott im Jahre 1770. (wikipedia, 09.08.2025)",kif,,+,
122585,Jonas Wedemeyer (Münzmeister),Jonas Wedemeyer (Münzmeister),,,"""Wedemeyer, Jonas
Münzmeister in Magdeburg von 1614 bis 1617.
Münzmeisterzeichen Mohrenkopf.
Lit.: F. Freiherr von Schrötter, Beschreibung der neuzeitlichen Münzen des Erzstifts und der Stadt Magdeburg 1400-1682 (1909) 42."" - https://ikmk.smb.museum/ndp/person/4479, 19.07.2020",piz,male,+,
145841,Staatliches Historisches Museum (Kiew),Staatliches Historisches Museum (Kiew),,,Museum in Kiew,kio,,+,
57879,"Autorenkreis ""Lausitzer Almanach"" e.V.","Autorenkreis ""Lausitzer Almanach"" e.V.",,,"Der Autorenkreis besteht aus Mitgliedern verschiedenster beruflicher Prägung wie z.B. Ärzte, Publizisten, Pädagogen, Historiker, Ortschronisten, Laienforscher und Dipl.-Ing., Dipl.-Philosophen. 2007 wurde der Verein gegründet. Die Autoren befassen sich mit Kultur- und Heimatgeschichte der Nieder- und Oberlausitz, Geschichten und Erinnerungen sowie Porträts verdienstvoller Persönlichkeiten. http://www.lausitzer-almanach.de/",kiz,,+,
53093,Nyakers Pepparkakor AB,Nyakers Pepparkakor AB,,,Schwedisches Keksunternehmen.,kif,,+,
287232,"Richardson GmbH, Groß-Gerau","Richardson GmbH, Groß-Gerau",,,Nachgewiesen 1988.,kif,,,
282030,Alexander Kircher,Alexander Kircher (1867-1939),1867,1939,Maler und Zeichner,piz,,+,https://d-nb.info/gnd/128248696
331564,Mathilde von Hochberg,Mathilde von Hochberg (1878-1948),1878,1948,"geborene Prinzessin von Schönburg-Waldenburg, Schloss Klonitz (Kłonice)",piz,female,,
51554,Gerhard Overdieck,Gerhard Overdieck,,,"Kunsthandwerker in Magdeburg, Nachgewiesen für 1681",piz,male,+,
37782,Johann Carl Gottlieb Bohlan,Johann Carl Gottlieb Bohlan (1814-1866),1814,1866,"""Johann Carl Gottlieb Bohlan
9.4.1814 - 27.4.1866
Maler, Lithograph, Fotograf"" - https://sammlungsdatenbank-museen-dresden.de/de/entitySearch?artId=13948, 27.05.2022",piz,male,+,
279582,Verlag Hans Kammerer,Verlag Hans Kammerer,,,Verlag in Heidelberg.,kif,,+,
3234,Johann Jakob Hoffmann,Johann Jakob Hoffmann (-1707),,1707,"Glockengießer in Halle/S., 17. Jh.",piz,male,+,
255117,Eckhard Spitznagel,Eckhard Spitznagel (1944-2013),1944,2013,"Eckehard Spitznagel Sohn von Elisabeth („Elly“) Spitznagel, hat viele Jahre lang Politik in der Stadt Sinzig maßgeblich mitbestimmt. 
Mit 35 Jahren wurde er im Jahre 1979 erstmals in den Stadtrat Sinzig gewählt. Im Laufe der Jahre wurde der Heilpraktiker und Hotelier vier Mal wiedergewählt. Im Haupt- und Finanzausschuss war der CDU-Politiker seit 1984, im Bauausschuss seit 1988 und im Rechnungsprüfungsausschuss seit 1994 auch als dessen Vorsitzender aktiv. Den Fraktionsvorsitz bei den Christdemokraten übernahm Spitznagel im Jahre 1988 als Nachfolger von Matthias Speich. Fast 20 Jahre lang, bis Januar 2003, war er Sprecher bzw. Vorsitzender der CDU-Fraktion des Sinziger Stadtrats. Gesundheitliche Probleme zwangen Spitznagel damals zum Rückzug aus der Politik. Eckehard Spitznagel, Heilpraktiker und Inhaber des zu seiner Zeit größten Hotels am Ort (ehem. Sanatorium Spitznagel, heute Maravilla Beauty Spa Hotel & Restaurant), setzte sich insbesondere für die Entwicklung von Bad Bodendorf ein. Bis April 2006 war er Vorsitzender des Vereins Kur- und Touristik e.V. Sinzig-Bad Bodendorf; anschließend wurde er zum Ehrenvorsitzenden ernannt.",piz,male,+,
220017,Friedrich Springorum,Friedrich Springorum (1858-1938),1858,1938,"deutscher Unternehmer

Friedrich Springorum wurde am 1. April 1858 als Sohn von Friedrich Springorum und Emma Springorum in Schwelm (Kreis Arnsberg) geboren. Er studierte in Aachen Ingenierswesen. Er hatte mit seiner Frau Luise drei Söhne, Friedrich, Otto und Walter.
Seit 1896 war er Vorstandsmitglied, ab 1908 Generaldirektor und Alleinvorstand der Eisen- und Stahlwerke Hoesch AG in Dortmund.
Am 16. Mai 1938 starb Friedrich Springorum in Dortmund.",piz,male,+,
24454,Ivan Boyadjieff (Mühlenbesitzer),Ivan Boyadjieff (Mühlenbesitzer),,,Mühlenbesitzer in Silistria um 1913,piz,,+,
277965,Rotaprint-Druckerei im Stalag IX A Ziegenhain,Rotaprint-Druckerei im Stalag IX A Ziegenhain,,,Die Rotaprint-Druckerei im Stalag IX A Ziegenhain nutzte die modernen Rotaprint-Offset-Kleindruckmaschinen für den internen Bedarf im Zeitraum 1940-1945,kif,,+,
23391,P. Kupsch (Mühlenbesitzer),P. Kupsch (Mühlenbesitzer),,,Mühlenbesitzer in Schwarzkollm. Nachgewiesen für Zeit um 1901.,piz,,+,
70209,Karl Andreas August Friedrich Grober,Karl Andreas August Friedrich Grober (1878-),1878,,"Dr. Fritz Grober (*11. Februar 1878 - † ?) war Oberlehrer an verschiedenen Schulen, ab 1914 Direktor an der Oberrealschule und Stadtverordneter in Bitterfeld. Zuletzt war er ab 1924 als Studienrat in Magdeburg und dann ab 1932 in Wohlau tätig.",piz,male,+,
310239,George Bauer Fine Mandolins,George Bauer Fine Mandolins,,,"Unternehmen des Musikinstrumentenbau in Philidelphia, USA zwischen 1898 und ca. 1907.

""Stewart & Bauer was formed in 1898 via a partnership between George Bauer, a guitar and mandolin maker operating out of a storefront at 1016 Chestnut Street in Philadelphia from 1890 to 1910, and S.S. Stewart, a Philadelphia banjo maker with a storefront at 223 Church Street, along with Stewart's sons. After the merger, the company operated out of Bauer's storefront. From 1898 to 1910, the company sold instruments under both maker's brand names; largely using Bauer for guitars and mandolins, and Stewart for banjos. Following a bankruptcy in 1901, the company reformed as the Bauer Company, which continued to sell both Bauer guitars and mandolins as well as Stewart banjos. The Bauer brand name was discontinued after George Bauer died (around 1907) and the company was sold to the Keenophone Co. in 1911."" - https://digital.hagley.org/20120329_Bauer_Mandolins, 16.02.2026",kif,,+,
278540,"Gasthof A. Iden, Zühlsdorf","Gasthof A. Iden, Zühlsdorf",,,"Gasthof in Zühlsdorf bei Basdorf (Brandenburg), auch als Herausgeber einer oder mehrerer Ansichtskarten tätig (nachgewiesen 1902)",kif,,+,
299806,"Schneider und Sohn AG (SUSA), Heubach","Schneider und Sohn AG (SUSA), Heubach",,,"Datierung: *1859
--------
Firmengründung am 1. März 1859 durch Gottfried Schneider.
SUSA ist der älteste Miederwarenhersteller in Deutschland.
Bis heute als unabhängiges Familienunternehmen am Standort Heubach.
SUSA steht für Schneider und Sohn AG.",kif,,+,
22353,C. G. Pfretzschner und Co.,C. G. Pfretzschner und Co.,,,Musikinstrumentenbauer in Markneukirchen,kif,,+,
338196,Max Baer (Maler),Max Baer (Maler) (1910-1993),1910,1993,Horgner Maler und Grafiker,piz,male,+,
184762,G. Wothe,G. Wothe,,,Dr. med. G. Wothe war Arzt und Autor.,piz,male,+,
132356,Johann Woltersdorf (Maler),Johann Woltersdorf (Maler) (1630-1670),1630,1670,Maler und Kupferstecher,piz,male,+,https://d-nb.info/gnd/1050533631
816,Erich Wolfrom,Erich Wolfrom,,,"""Regierungsbaumeister und Studienrat an der Höheren Techn. Staatslehranstalt für Hoch- und Tiefbau in Magdeburg"" - gnd, 05.08.2022",piz,male,+,https://d-nb.info/gnd/1055207929
198741,Verlag Hans Brenner,Verlag Hans Brenner,,,Postkartenverlag in München um 1920,kif,,+,
208642,"Wilhelm Richter (Maler, 1664)","Wilhelm Richter (Maler, 1664)",,,"Maler, Entwurfszeichner der Festung Heldrungen (1664)",piz,male,+,
21986,A. Neukirchner (Maler),A. Neukirchner (Maler),,,"Maler, nachgewiesen um 1905",piz,,+,
70823,Gianmarco Lorenzi (Unternehmen),Gianmarco Lorenzi (Unternehmen),,,Schuhlabel mit Sitz in London,kif,,+,
19900,Peter Reitmann,Peter Reitmann (1904-),1904,,"Donauschwabe, geboren 1904 in Apatin",piz,male,+,
144883,Stadtverwaltung Arnstadt,Stadtverwaltung Arnstadt,,,Verwaltung der Stadt Arnstadt.,kio,,+,
175327,Schweizerisches Generalkonsulat (München),Schweizerisches Generalkonsulat (München),,,"Konsulat in München.

""Schweizerisches Generalkonsulat
Prinzregentenstrasse 20
80538 München
Deutschland"" - https://www.eda.admin.ch/countries/germany/de/home/vertretungen/botschaft/generalkonsulat-muenchen.html/content/contacts/de/EDAVis/M/157, 05.05.2024",kio,,+,
34287,Monogrammist EH (Medailleur),Monogrammist EH (Medailleur),,,"Medailleur, nachgewiesen 1594.",piz,male,+,
235096,Ratskeller Naumburg,Ratskeller Naumburg,,,Der Ratskeller Naumburg existierte als Gasthausbrauerei von 2014 bis 2020.,kif,,+,
337633,Ludwig Thonner,Ludwig Thonner (1888-1953),1888,1953,"Ludwig Thonner, (* 17. September 1888 in Wien; † 20. Mai 1953 in Wien) war Kommunalpolitiker in Wien. Der Druckereigesellschafter Ludwig Thonner kandidierte für die Sozialdemokratische Arbeiterpartei im 18. Bezirk und war von 1919 bis 1920 Mitglied des Gemeinderates der Stadt Wien, von 1920 bis 1922 Abgeordneter zum Wiener Landtag und Mitglied des Gemeinderates der Stadt Wien.",piz,male,+,
144929,Walter Gehl (Studienrat),Walter Gehl (Studienrat) (1895-1942),1895,1942,"""Walter Gehl war ein deutscher Geschichtslehrer und Geschichtsbuchsautor. Seine Bücher wurden viel im Geschichtsunterricht der Sankt Petri Schule in den Kriegsjahren benutzt. 

Gehl wurde 1895 geboren und war ab 1923 Studienrat in Berlin. Er war danach seit 1930 im Vorstand des Geschichtslehrverbands und 2. Vorsitzender von dessen Berliner Ortsverband. Er wirkte im Sommer 1933 an der “Gleichschaltung” des Verbandes mit. 1931 wurde er als antidemokratisch und völkisch bezeichnet und 1933 wurde er Mitglied in der NSDAP. 

Seine Bücher beinhalteten nach 1933 die Ideologie der Nationalsozialisten. Er hat sie selbst umgeschrieben. Wir haben uns einige der an Sankt Petri verwendeten Geschichtsbücher antiquarisch verschafft. Wir wussten aus den Jahresberichten, welche Bücher das waren.

Gehl war Mitglied im nationalsozialistischen Lehrerbund. Dort schulte er Kollegen, schrieb Gutachten über die Weiterverwendung von Geschichtsbüchern der Weimarer Republik und fertigte selbst neue Schulbücher an und er bezeichnete sich selbst in einem seiner Bücher als SS-Offizier. 

Während des 2.Weltkrieges war er als Offizier an der Ostfront, wo er am 28. Juni 1942 starb."" - https://projekt.sanktpetriskole.dk/389-2/, 16.07.2023",piz,male,+,
233841,Philipp Jakob Bäuerle,Philipp Jakob Bäuerle,,,Philipp Jakob Bäuerle aus Stockwald (St. Georgen).,piz,male,+,
307285,Lessing-Museum (Berlin),Lessing-Museum (Berlin),,,"Das Lessing-Museum in Berlin bestand von 1905 bis 1936. Es wurde von Georg Richard Kruse, einem Komponisten, Musikschriftsteller und Autographensammler zusammen mit Gleichgesinnten gegründet. Das Museum sollte zum einen den Schriftsteller feiern und zum anderen dessen Gedanken der Toleranz zwischen Christen und Juden popularisieren. Die Ausstellungsräume wurden 1905 am vormaligen Wohnsitz Lessings am Königsgraben 10 eröffnet. 1910 musste das Museum einer Filiale des Warenhauses Tietz weichen und in das Nicolaihaus, Brüderstraße 13, umziehen. Zeitweilig wurde das Museum auch Sitz der Lessing-Hochschule mit Kruse als deren Direktor (1913/14). Das Lessing-Museum hatte mit Unterstützung der Familie und Sponsoren, darunter auch Juden und Freimaurer, über die Jahre viele persönliche Gegenstände Lessings und seines Umfelds erwerben können. Nach der Machtübernahme der Nationalsozialisten wurde das Museum 1936 geschlossen. Die wertvollen Exponate wurden anderen Museen angeboten und verkauft. (Internet: https://de.wikipedia.org/wiki/Gotthold_Ephraim_Lessing)",kiz,,+,
308170,Historisches Archiv-Krupp (Essen),Historisches Archiv-Krupp (Essen),,,"""Das Historische Archiv Krupp ist das älteste deutsche Wirtschaftsarchiv und blickt auf eine mehr als hundertjährige Geschichte zurück. Bereits im Jahr 1905 gründeten die Fried. Krupp AG und die Eigentümerfamilie ein Werks- und ein Familienarchiv. Beide wurden Mitte der 1950er-Jahre in der Villa Hügel zum Historischen Archiv Krupp zusammengeführt, das seit 1961 seinen Standort im Kleinen Haus hat. Heute befindet sich das Archiv im Eigentum der Alfried Krupp von Bohlen und Halbach-Stiftung. ..."" - https://www.villahuegel.de/historisches-archiv/, 11.01.2026",kiz,,+,
43210,Dioskouri(des),Dioskouri(des) (Byzantion),,,"""Magistrat in Byzantion, Bronzeprägung, im 3. Jh. v. Chr.
Lit.: E. Schönert-Geiss, Die Münzprägung von Byzantion I (1970) 65; W. Leschhorn, Lexikon der Aufschriften auf griechischen Münzen II (2009) 461."" - http://archaeologie.uni-muenster.de/ikmk/object.php?id=ID796, 21.04.2018",piz,,+,
23811,Gutt (Unternehmer),Gutt (Unternehmer),,,"1909 Bauherr einer Mühlen- und Turbinenanlage in Klimkowo, Ostpreußen",piz,,+,
119456,Gottfried Schröder,Gottfried Schröder (1928-),1928,,"""war 1960-1991 Physikprofessor an der Fachhochschule Frankfurt; Fachgebiete: Technische Optik, Lasertechnik, technische Fotografie"" - gnd, 12.07.2020",piz,male,+,http://d-nb.info/gnd/115862730
135539,Atlantic Publishing & Engraving Co.,Atlantic Publishing & Engraving Co.,,,Verlag in New York,kif,,+,
